Код;Номер будинку;ВулицяКод;БалансоутримувачКод;ОбслуговуючаОрганізаціяКод;РайонКод
76342;16;307;117;225;6
290668;2;307;117;152;6
77881;2;307;117;217;6
290670;20;307;117;150;6
77574;20;307;117;225;6
77450;26/28;307;117;225;6
76209;29/33;307;117;225;6
290671;30;307;117;150;6
75848;30;307;117;225;6
290672;34;307;117;150;6
76317;34;307;117;225;6
75769;35а;307;117;225;6
76183;35б;307;117;225;6
75756;37/41;307;117;225;6
290673;48;307;117;150;6
75747;48;307;117;225;6
290674;57;307;117;150;6
75623;57;307;117;225;6
290675;60;307;117;150;6
76135;60;307;117;225;6
290676;62;307;117;150;6
76132;62;307;117;225;6
290677;65;307;117;150;6
77011;65;307;117;225;6
290678;67;307;117;150;6
77012;67;307;117;225;6
290679;69;307;117;150;6
76080;69;307;117;225;6
290683;70-72;307;117;150;6
76086;70/72;307;117;225;6
290680;74;307;117;150;6
75629;74;307;117;225;6
290684;74Б;307;117;150;6
77197;74б;307;117;225;6
81202;76/78;307;117;225;6
290681;77;307;117;150;6
76001;77;307;117;225;6
75510;79;307;117;225;6
76940;81;307;117;225;6
290682;82;307;117;150;6
75600;82;307;117;225;6
290685;83-85;307;117;150;6
75488;83/85;307;117;225;6
65420;12;719;104;214;4
65127;18/20;719;104;214;4
66775;19;719;104;214;4
66709;24;719;104;214;4
67605;29;719;104;214;4
65758;32;719;104;214;4
66441;4;719;104;214;4
65078;9;719;104;214;4
96568;44;971;13;60;2
270008;11;959;56;1;2
95238;13;959;105;125;2
270156;15;959;105;1;2
93709;15;959;105;125;2
130406;19;959;105;126;2
130405;21;959;105;126;2
92941;25;959;105;126;2
92609;29/22;959;105;126;2
94237;3;959;105;125;2
95466;4;959;105;126;2
95423;7;959;105;125;2
270155;7А;959;105;1;2
95402;7а;959;105;125;2
93835;9;959;105;125;2
63395;10;235;104;213;4
61576;4;235;104;213;4
61240;4В;235;104;213;4
61877;4Г;235;104;213;4
62181;6А;235;104;213;4
61658;8А;235;104;213;4
124491;10-а;215;103;108;3
125024;13;215;103;108;3
123511;14;215;103;108;3
62210;15;215;104;215;4
67809;15А;215;104;215;4
125173;16;215;103;108;3
123980;16-а;215;103;108;3
125350;17;215;103;108;3
61617;17;215;104;215;4
125395;18-а;215;103;108;3
126474;19;215;103;108;3
61589;19;215;104;215;4
123339;2;215;103;108;3
123862;20;215;103;108;3
124790;20/22;215;103;108;3
124673;24;215;103;109;3
124485;24-Б;215;103;109;3
125193;28;215;103;110;3
125183;28А;215;103;110;3
126218;29;215;103;110;3
123304;3;215;103;108;3
125951;30;215;103;109;3
128367;30А;215;103;109;3
129978;36В;215;103;109;3
123035;4;215;103;108;3
123092;6;215;103;108;3
123704;7;215;103;108;3
124381;8;215;103;108;3
129807;9;215;103;108;3
72149;1/3;498;117;219;6
50617;23/9;679;106;139;8
50605;25;679;106;139;8
50604;25/1;679;106;139;8
50571;27;679;106;139;8
50316;27/1;679;106;139;8
52020;29;679;106;139;8
50308;29/1;679;106;139;8
50298;31;679;106;139;8
50299;31/1;679;106;139;8
52009;31/2;679;106;139;8
290875;35;679;106;139;
140124;35-37;679;106;139;8
49908;41;679;106;139;8
55400;43/26;679;106;139;8
130428;45;679;106;139;8
50109;47;679;106;139;8
50911;49;679;106;139;8
290966;43;928;106;141;
54795;14/18;410;106;139;8
53199;16;410;106;139;8
53039;19;410;106;141;8
54075;21;410;106;141;8
54351;23;410;128;141;8
52608;24;410;106;139;8
52235;25;410;106;141;8
53427;27/5;410;106;141;8
53540;3;410;106;141;8
51705;30;410;106;139;8
51825;32;410;106;139;8
51462;35-А;410;106;141;8
52841;37;410;106;141;8
51495;37-А;410;106;141;8
51085;39;410;106;141;8
52515;40;410;106;139;8
51333;41;410;106;141;8
51314;43;410;106;141;8
54879;8;410;106;139;8
11108;1/8;46;10;69;9
210003;13;46;38;1;9
21600;14;46;10;69;9
24689;15;46;10;69;9
20168;16;46;10;69;9
22817;17;46;10;69;9
22816;19;46;10;69;9
210081;3;46;10;1;9
11332;3;46;10;69;9
11043;3-Б;46;10;69;9
13026;5;46;10;69;9
10840;5-А;46;10;69;9
12271;7;46;10;69;9
10789;9;46;10;69;9
14091;21;570;10;73;9
290687;11;915;117;150;6
290686;6;915;117;150;6
290688;8;916;117;150;6
118013;1/9;466;117;212;6
80977;11;466;117;212;6
70164;2;466;117;212;6
71148;6;466;117;212;6
70160;10;467;117;212;6
69994;6;467;117;212;6
70156;8;467;117;212;6
270157;10;519;105;1;2
92726;10;519;105;125;2
270158;12;519;105;1;2
92679;12;519;105;125;2
93950;14;519;105;125;2
130404;16;519;105;126;2
270159;16А;519;105;1;2
130401;16а;519;105;126;2
93960;18;519;105;126;2
93098;2;519;105;125;2
93957;20;519;105;126;2
92577;20а;519;105;126;2
93522;34;519;105;126;2
94398;4;519;105;125;2
93106;6;519;105;125;2
92787;8;519;105;125;2
50644;1;422;106;140;8
290920;1;422;106;140;
55242;11;422;106;140;8
48990;13;422;106;140;8
50039;16;422;106;140;8
48756;17;422;106;140;8
290921;17;422;106;140;
50054;18;422;106;140;8
48752;19;422;106;140;8
290922;19;422;106;140;
47857;21;422;106;140;8
290925;21;422;106;140;
55433;22;422;106;140;8
47805;23;422;106;140;8
48870;24;422;106;140;8
48663;25;422;106;140;8
57423;25-А;422;106;140;8
47600;27;422;106;140;8
47580;29;422;106;140;8
50587;3;422;106;140;8
49541;30-А;422;106;140;8
47844;30/1;422;106;140;8
49683;30/2;422;106;140;8
290923;30/2;422;106;140;
140104;36 (гурт.);422;106;140;8
291166;4;422;106;164;
49150;5;422;106;140;8
48653;5 корп.1;422;106;140;8
49076;7;422;106;140;8
48346;9;422;106;140;8
290924;9;422;106;140;
121907;1;299;103;109;3
112371;10;299;102;113;5
291167;29/1;299;106;164;
123926;3;299;103;109;3
121623;6;299;103;109;3
123254;6А;299;103;109;3
122632;9;299;103;109;3
115540;10;70;102;119;5
114266;4;70;102;119;5
115103;48/52;70;102;119;5
115481;6;70;102;119;5
116031;8;70;102;119;5
125107;1/22;360;103;109;3
125108;3/1;360;103;110;3
33827;12а;283;7;194;7
35514;12б;283;7;194;7
290690;12;917;117;149;6
290691;13;917;117;154;6
290692;15;917;117;154;6
290697;16/2;917;117;149;6
290698;20А;917;117;149;6
290699;20Б;917;117;149;6
290700;22-24;917;117;149;6
290701;24А;917;117;149;6
290693;26;917;117;149;6
290702;27/31;917;117;154;6
290694;38;917;117;149;6
290695;40;917;117;149;6
290696;42;917;117;149;6
290703;8А;917;117;149;6
290689;9;917;117;154;6
78435;12а;303;117;216;6
80010;13;303;117;222;6
80024;15;303;117;222;6
79947;17-а;303;116;11;6
78916;17в;303;117;222;6
79933;20а;303;117;216;6
78434;20б;303;117;216;6
78447;22/24;303;117;216;6
140147;24А;303;117;216;6
78533;25/40;303;117;222;6
78266;26в;303;117;216;6
130014;27/31;303;117;222;6
78425;38;303;117;216;6
78408;40а;303;117;216;6
79697;42;303;117;216;6
79997;7;303;117;222;6
78565;8/10;303;117;216;6
78624;8а;303;117;216;6
79998;9;303;117;222;6
66072;1;773;104;214;4
110061;18-б;99;102;115;5
111702;2;99;102;115;5
84543;152;152;1;181;1
89124;168;152;1;181;1
83022;170;152;1;181;1
240222;170-А;152;1;34;1
84165;172;152;1;181;1
100130;85/87-А;152;13;60;4
51137;11-А;540;106;139;8
52267;13;540;106;139;8
51129;15;540;106;139;8
51127;17;540;106;139;8
51139;19;540;106;139;8
51093;3;540;106;139;8
51251;4;540;106;139;8
51217;5;540;106;139;8
51200;7;540;106;139;8
50955;9;540;106;139;8
34618;1;73;7;200;7
32009;11;73;7;200;7
30738;11/1;73;7;200;7
30997;12;73;7;205;7
210004;121;73;66;1;9
31152;13;73;7;200;7
31874;14/1;73;7;205;7
210102;144А;73;10;1;9
12427;146;73;10;73;9
12494;148;73;10;73;9
210082;148а;73;10;1;9
12694;152 кор.1, сек.А,Б,В;73;10;65;9
12697;154;73;10;65;9
12549;154-а;73;10;65;9
23008;158;73;10;65;9
23108;158-а;73;10;65;9
12735;158-б;73;10;65;9
30675;16;73;7;205;7
20159;160-а;73;10;65;9
210099;160/160А;73;10;1;9
12792;166;73;10;65;9
12799;168-а;73;10;65;9
12787;168-б;73;10;65;9
14179;168-г;73;10;65;9
14259;168-д;73;10;65;9
12730;168-е;73;10;65;9
210083;168к;73;10;1;9
12884;170;73;10;65;9
14532;170-А;73;10;65;9
14619;170-Б;73;10;65;9
14691;172-А;73;10;64;9
210084;172б;73;10;1;9
12936;174;73;10;64;9
12883;174-А;73;10;64;9
14615;174-Б;73;10;64;9
12942;176-Б;73;10;64;9
13145;176-В;73;10;64;9
31134;18;73;7;205;7
31943;18/1;73;7;205;7
13351;180/21;73;10;64;9
230014;2;73;78;22;7
30840;2;73;7;205;7
30626;2/1;73;7;205;7
11794;21;73;10;210;9
13581;21/1;73;10;210;9
12131;21/3;73;10;210;9
130845;21/4;73;10;210;9
11804;21/5;73;10;210;9
12366;21/6;73;10;210;9
230015;2б;73;78;22;7
30551;2б;73;7;205;7
210106;3 (23км);73;10;1;9
34646;3;73;7;200;7
30582;4;73;7;205;7
12623;49;73;10;209;9
30661;5;73;7;200;7
31949;5/1;73;7;200;7
30715;5/2;73;7;200;7
21701;51;73;10;209;9
210085;51А;73;10;1;9
12659;51Б;73;10;209;9
12527;53А;73;10;209;9
24679;55;73;10;209;9
12528;55А;73;10;209;9
210093;55Б;73;93;1;9
13646;58;73;10;73;9
23279;59;73;10;209;9
30585;6;73;7;205;7
13643;60;73;10;73;9
23280;61;73;10;209;9
12906;61А;73;10;209;9
12564;62;73;10;73;9
22087;63;73;10;209;9
14330;63А;73;10;209;9
22086;65;73;10;209;9
12641;67А;73;10;209;9
31935;7;73;7;200;7
230017;7/1;73;7;75;7
30955;8;73;7;205;7
31752;8/1;73;7;205;7
31950;9;73;7;200;7
102746;10;521;105;137;2
99178;2;521;105;137;2
290704;10;301;117;154;6
79398;10;301;117;222;6
290705;12;301;117;154;6
79080;23б;301;117;222;6
80402;26в1;301;117;222;6
290721;26В2;301;117;154;6
80403;26в2;301;117;222;6
290706;27;301;117;154;6
78594;27;301;117;222;6
290707;29;301;117;154;6
78531;29;301;117;222;6
290720;30/10;301;117;154;6
78934;30/10;301;117;222;6
290708;32;301;117;154;6
80389;32;301;117;222;6
290722;33/34;301;117;149;6
130016;33/34;301;117;216;6
290723;36А;301;117;154;6
78645;36а;301;117;222;6
78634;36б;301;117;222;6
290000;37;301;57;1;6
290709;39;301;117;154;6
78895;39;301;117;216;6
290710;47;301;117;149;6
77681;47;301;117;216;6
78787;49;301;117;216;6
290711;50;301;117;149;6
79521;50;301;117;216;6
78391;50б;301;117;216;6
290712;57;301;117;149;6
77399;57;301;117;216;6
77247;59б;301;117;216;6
290724;59В;301;117;149;6
77388;59в;301;117;216;6
290713;61;301;117;149;6
77213;61;301;117;216;6
290725;62Б;301;117;149;6
79238;62б;301;117;216;6
78551;63;301;117;216;6
290714;66;301;117;149;6
79043;66;301;117;216;6
290715;68;301;117;149;6
78977;68а;301;117;216;6
77831;68б;301;117;216;6
290716;72;301;117;149;6
77777;72в;301;116;32;6
78877;74;301;117;216;6
290717;78;301;117;149;6
77851;78б;301;117;216;6
290718;84;301;117;149;6
77368;84;301;117;216;6
78754;86;301;117;216;6
290719;94;301;117;149;6
78713;94;301;117;216;6
290726;9Б;301;117;154;6
130015;9б;301;117;222;6
79790;9в;301;117;222;6
67014;15/8;583;104;214;4
66121;16В;583;104;214;4
67206;16Г;583;104;214;4
65927;18/10А;583;104;214;4
65912;18/10А';583;104;214;4
67219;18/10Б;583;104;214;4
66049;23/9А;583;104;214;4
65566;2А;583;104;214;4
66135;31А;583;104;214;4
65930;31Б;583;104;214;4
67274;33;583;104;214;4
66239;34;583;104;214;4
65959;4;583;104;214;4
67460;40;583;104;214;4
66223;43;583;104;214;4
67395;45/24;583;104;214;4
67406;49В;583;104;214;4
66957;4А;583;104;214;4
66578;50;583;104;214;4
66890;7А;583;104;214;4
30963;1;267;7;200;7
30845;10;267;7;200;7
32362;3;267;7;200;7
31297;5;267;7;200;7
32259;8/4;267;7;200;7
30895;5/11;635;7;200;7
110233;5;763;102;115;5
72984;1;495;117;211;6
72026;11/2;495;117;211;6
73047;4;495;117;211;6
74376;6;495;117;211;6
72987;6а;495;117;211;6
72799;6б;495;117;211;6
290727;1;918;117;153;6
290728;6;918;117;153;6
290730;10В;224;117;154;6
80728;10в;224;117;222;6
122712;13;224;103;111;3
124142;15/4;224;103;111;3
122043;17;224;103;111;3
121994;21;224;103;111;3
124084;23;224;103;111;3
122035;25;224;103;111;3
121982;27;224;103;111;3
124015;29;224;103;111;3
290018;32А;224;107;1;6
290731;32Б;224;117;154;6
81327;32б;224;117;222;6
290729;4;224;117;154;6
80783;4;224;117;222;6
290732;8Б;224;117;154;6
80777;8б;224;117;222;6
126068;5;396;103;108;3
37403;10/87;232;11;191;10
38505;12;232;11;191;10
37309;14;232;11;191;10
37293;16;232;11;191;10
37126;16-а;232;11;191;10
38470;16-б;232;11;191;10
41426;16-в;232;11;191;10
38786;8;232;11;191;10
40164;8-а;232;11;191;10
41485;8-б;232;11;191;10
126510;4/7;359;103;110;3
126263;5/9;359;103;110;3
126314;6/8;359;103;110;3
126223;7;359;103;110;3
126135;9;359;103;110;3
140031;13;21;102;184;5
69982;2;969;117;212;6
98966;3;741;105;124;2
290737;10;794;117;149;6
78331;10;794;117;216;6
78357;11;794;117;216;6
78049;12;794;117;216;6
79525;13;794;117;216;6
78030;14;794;117;216;6
78031;16;794;117;216;6
130086;2/16;794;117;216;6
290733;3;794;117;149;6
78456;3;794;117;216;6
78263;4в;794;117;216;6
290734;7;794;117;149;6
78156;7;794;117;216;6
290735;8;794;117;149;6
79428;8;794;117;216;6
290736;9;794;117;149;6
79602;9;794;117;216;6
33912;11;72;7;194;7
30143;3;72;7;194;7
28767;5б;72;7;194;7
30020;7;72;7;194;7
230020;9Г;72;7;98;7
111283;102;108;102;114;5
111488;106;108;102;114;5
111614;108;108;102;114;5
113128;110;108;102;114;5
122680;111/113;108;103;109;3
113127;112;108;102;114;5
111859;114;108;102;114;5
112141;116;108;102;114;5
112038;118;108;102;114;5
112119;120;108;102;114;5
112118;122;108;102;114;5
113541;124а;108;102;114;5
112276;126;108;102;114;5
124139;129;108;103;109;3
112501;130;108;102;114;5
122320;131;108;103;109;3
112500;132;108;102;114;5
112626;134;108;102;114;5
123103;145;108;103;109;3
100016;17А;108;103;111;3
100017;17А';108;103;111;3
100019;17Б;108;103;111;3
290016;22;108;81;1;6
123538;23А';108;103;111;3
121676;23В;108;103;111;3
111376;24;108;102;116;5
121587;25А;108;103;111;3
112446;26а;108;102;116;5
110995;26б;108;102;116;5
121588;27;108;103;111;3
111380;28;108;102;116;5
123245;29;108;103;111;3
111381;30а;108;102;116;5
111310;30б;108;102;116;5
110822;30в;108;102;116;5
112606;32а;108;102;116;5
111302;32б;108;102;116;5
122441;33;108;103;111;3
111382;34;108;102;116;5
112609;36;108;102;116;5
111145;38а;108;102;116;5
112437;38б;108;102;116;5
112610;40;108;102;116;5
121590;41;108;103;111;3
111385;42а;108;102;116;5
112442;42б;108;102;116;5
121607;43/16;108;103;111;3
122446;45;108;103;111;3
112613;46;108;102;116;5
121603;47А;108;103;111;3
122455;47Б;108;103;111;3
123356;47В;108;103;111;3
121618;47Г;108;103;111;3
112596;48;108;102;116;5
123247;49;108;103;111;3
111852;52;108;102;113;5
112612;56;108;102;113;5
111357;58;108;102;113;5
290738;6;108;117;154;6
121595;63;108;103;109;3
111854;66;108;102;113;5
121594;67/7;108;103;109;3
111855;68;108;102;113;5
122448;71;108;103;109;3
112798;76А;108;102;113;5
111063;76Б;108;102;113;5
121804;79;108;103;109;3
123546;81;108;103;109;3
111387;82;108;102;113;5
111159;84;108;102;113;5
122517;85/87;108;103;109;3
111388;86/9;108;102;113;5
111389;88;108;102;113;5
122530;89;108;103;109;3
111856;90;108;102;113;5
121827;91;108;103;109;3
111853;92;108;102;113;5
122546;95;108;103;109;3
123741;97;108;103;109;3
210086;10;858;10;1;9
35282;4;962;7;185;7
31878;4а;962;7;185;7
33756;6;962;7;185;7
33755;6а;962;7;185;7
30711;8/29;962;7;185;7
101165;4;419;13;60;2
270161;5;419;105;1;2
102403;5;419;105;138;2
270160;2/13;614;105;1;2
101062;2/13;614;105;138;2
101104;7/5;614;105;138;2
110124;117;100;102;115;5
55843;12;100;106;140;8
109153;126;100;102;115;5
109426;134А;100;102;115;5
109510;136А;100;102;115;5
57360;14;100;106;140;8
109560;140А;100;102;115;5
109650;140Б;100;102;115;5
57359;18;100;106;140;8
112880;196;100;102;115;5
140098;23;100;106;141;8
50889;27;100;106;141;8
55668;29;100;106;141;8
50922;31;100;106;141;8
55669;33;100;106;141;8
52339;35;100;106;141;8
50953;37;100;106;141;8
55827;39-А;100;106;141;8
51022;39-Б;100;106;141;8
51303;41;100;106;141;8
290970;41;100;106;141;
50598;5;100;106;141;8
50595;5-А;100;106;141;8
51577;53;100;106;141;8
290969;53;100;106;141;
51551;55;100;106;141;8
57350;57;100;106;141;8
50835;7/2;100;106;141;8
54366;96;100;106;140;8
290932;96;100;106;140;
52704;1/3;939;106;141;8
51148;14-А;939;106;141;8
57344;14-Б;939;106;141;8
55826;14-В;939;106;141;8
50998;14/18;939;106;141;8
50940;16;939;106;141;8
50995;19;939;106;141;8
51302;2-А;939;106;141;8
51199;21;939;106;141;8
290967;21;939;106;141;
50956;23;939;106;141;8
52338;25;939;106;141;8
51021;4/6;939;106;141;8
63797;1;256;104;213;4
62037;10;256;104;215;4
62010;11/13;256;104;215;4
63048;12А;256;104;215;4
61002;13/16;256;104;215;4
62968;14/14;256;104;215;4
60987;15;256;104;215;4
62981;16;256;104;215;4
63645;1А;256;104;213;4
63704;1Б;256;104;213;4
67242;1В;256;104;213;4
62101;2;256;104;213;4
61415;20/15;256;104;215;4
61418;21;256;104;215;4
62780;23/17;256;104;215;4
64107;2А;256;104;213;4
63956;2Б;256;104;213;4
61590;3А;256;104;215;4
61543;6/26;256;104;215;4
61478;7;256;104;215;4
62012;9;256;104;215;4
117268;44А;167;102;120;5
115519;46;167;102;120;5
117239;48;167;102;120;5
29831;10;566;7;202;7
29547;11/11;566;7;202;7
29952;14;566;7;202;7
30093;16;566;7;202;7
30038;16а;566;7;202;7
29834;17;566;7;202;7
31675;18;566;7;202;7
31679;18а;566;7;202;7
29883;19;566;7;202;7
33770;20;566;7;202;7
33855;20а;566;7;202;7
35352;22;566;7;202;7
30541;22а;566;7;202;7
31739;22б;566;7;202;7
30557;24;566;7;202;7
30562;24а;566;7;202;7
33684;25;566;7;202;7
30941;26;566;7;185;7
130121;27/2;566;7;202;7
30537;29;566;7;202;7
30644;30;566;7;185;7
30831;33/10;566;7;185;7
31863;37/9;566;7;185;7
29559;8а;566;7;202;7
83514;10;972;1;169;1
81827;12;972;1;169;1
81823;14;972;1;169;1
240010;16;972;73;158;1
82016;21;972;1;169;1
82004;21А;972;1;169;1
81592;21Б;972;1;169;1
81588;21В;972;1;169;1
240009;26;972;39;1;1
82326;3;972;1;169;1
83077;30;972;1;169;1
81843;4;972;1;169;1
103679;42;972;1;169;1
82356;4А;972;1;169;1
83459;5А;972;1;169;1
82309;5Б;972;1;169;1
103746;5В;972;1;169;1
82351;6;972;1;169;1
82707;86;972;1;169;1
82706;88/2;972;1;169;1
81752;9;972;1;169;1
118014;11;427;117;212;6
70305;7;427;117;212;6
8019;51;617;7;194;7
70726;12;462;117;212;6
70758;4;462;117;212;6
290739;12;919;117;150;6
125658;9;376;103;110;3
78809;10;463;117;217;6
78785;11;463;117;217;6
290740;2;463;117;152;6
77747;2;463;117;217;6
78855;3;463;117;217;6
290741;4;463;117;152;6
77723;4;463;117;217;6
77687;6;463;117;217;6
290742;8;463;117;152;6
78808;8;463;117;217;6
290743;9;463;117;152;6
77478;9;463;117;217;6
62178;3;780;104;215;4
126620;16;364;103;109;3
124667;49;364;103;109;3
124829;55;364;103;109;3
125136;59;364;103;109;3
125488;59-А;364;103;109;3
126945;61;364;103;109;3
125733;61-А;364;103;109;3
101074;11;548;105;138;2
102539;11а;548;105;138;2
101106;11б;548;105;138;2
100950;12;548;105;138;2
102236;13а;548;105;138;2
270163;15;548;105;1;2
101052;15;548;105;138;2
101065;15а;548;105;138;2
102240;17;548;105;138;2
102247;19;548;105;138;2
102262;26;548;105;138;2
270164;28;548;105;1;2
101139;28;548;105;138;2
270162;6/10;548;105;1;2
100954;6/10;548;105;138;2
102232;7;548;105;138;2
57447;1;446;106;140;8
51954;10;446;106;139;8
51584;11;446;106;140;8
290883;11;446;106;140;
55792;12;446;106;139;8
50073;14;446;106;139;8
50244;16;446;106;139;8
50180;18;446;106;139;8
50181;20;446;106;139;8
49614;21;446;106;140;8
51522;22;446;106;139;8
49604;23;446;106;140;8
290884;23;446;106;140;
49752;25;446;106;140;8
49573;27;446;106;140;8
50675;27 корп.1;446;106;140;8
50024;28;446;106;139;8
50733;29;446;106;140;8
50378;3;446;106;140;8
49654;30;446;106;139;8
50746;31;446;106;140;8
290885;31;446;106;140;
51164;32;446;106;139;8
49468;33;446;106;140;8
49816;34;446;106;139;8
49476;35;446;106;140;8
48699;37;446;106;140;8
57331;4;446;106;139;8
49510;40;446;106;139;8
50461;6;446;106;139;8
51940;8;446;106;139;8
290843;8;446;106;139;
102421;10;515;105;125;2
93561;10а;515;105;125;2
94643;11;515;105;125;2
270229;11 ЛІТ.Б;515;105;1;2
92958;11а;515;105;125;2
93411;13;515;105;125;2
92954;13а;515;105;125;2
270231;13В ЛІТ.Б;515;105;1;2
270167;17;515;105;1;2
102420;17;515;105;126;2
93600;18;515;105;125;2
93169;19;515;105;126;2
103642;20;515;105;125;2
92964;21;515;105;126;2
93417;24/26;515;105;126;2
94817;3;515;105;125;2
270165;4/56;515;105;1;2
95005;4/56;515;105;125;2
270230;4/56 ЛІТ.Б;515;105;1;2
270009;5/7;515;56;1;2
95037;6;515;105;125;2
270166;9;515;105;1;2
93141;9;515;105;125;2
74709;14;62;117;217;6
76379;16;62;117;217;6
76360;26/2;62;117;217;6
74720;33/30;62;117;217;6
74775;8;62;117;217;6
290745;26/2;842;117;152;6
290014;29/31;842;6;18;6
290746;33/30;842;117;152;6
290744;8;842;117;152;6
45769;10;478;106;142;8
291032;10;478;106;142;
44617;12;478;106;142;8
44564;13;478;106;142;8
44546;13-А;478;106;142;8
45722;15;478;106;142;8
44719;17;478;106;142;8
44477;19-А;478;106;142;8
30041;1/10;970;7;205;7
30391;2/8;970;7;205;7
30398;2а;970;7;205;7
31565;3;970;7;205;7
31602;4;970;7;205;7
30321;4а;970;7;205;7
30110;5;970;7;205;7
30043;6;970;7;205;7
33808;8;970;7;185;7
30433;8а;970;7;185;7
43274;13;703;106;142;8
101623;3;703;106;142;8
43955;4;703;106;142;8
290989;4;703;106;142;
43926;5;703;106;142;8
43950;6;703;106;142;8
290990;6;703;106;142;
101621;7;703;106;142;8
43322;8;703;106;142;8
101624;8а;703;106;142;8
33656;10;725;7;203;7
31445;14;725;7;203;7
29666;3;725;7;203;7
29915;5;725;7;203;7
29893;5а;725;7;203;7
29966;7;725;7;203;7
290747;1;920;117;151;6
290750;11;920;117;151;6
290751;12;920;117;151;6
290752;12А;920;117;151;6
290753;15А;920;117;151;6
290754;15Б;920;117;151;6
290748;3;920;117;151;6
290755;3А;920;117;151;6
290756;5Б;920;117;151;6
290749;7;920;117;151;6
71473;1;465;117;219;6
71356;11;465;117;219;6
140082;11а;465;117;219;6
70926;12;465;117;219;6
72207;12-а;465;117;219;6
70881;12-г;465;117;219;6
70880;14;465;117;219;6
72520;15;465;117;219;6
71173;15-а;465;117;219;6
71226;15-б;465;117;219;6
71133;17;465;117;219;6
72616;3;465;117;219;6
72807;3-а;465;117;219;6
71472;3-б;465;117;219;6
71407;5;465;117;219;6
71978;5-а;465;117;219;6
72633;5-б;465;117;219;6
70965;6;465;117;219;6
71970;7;465;117;219;6
72276;8;465;117;219;6
72585;9;465;117;219;6
