Код;Номер будинку;ВулицяКод;БалансоутримувачКод;ОбслуговуючаОрганізаціяКод;РайонКод
13641;38/40;514;10;73;9
210020;38\40;514;10;1;9
12663;77;514;10;73;9
51252;5;696;106;141;8
51257;8;696;106;141;8
290957;8;696;106;141;
123381;10/1;352;103;111;3
123089;11А;352;103;111;3
123126;11Б;352;103;111;3
124245;12/3;352;103;111;3
123430;17/1;352;103;111;3
124131;4;352;103;111;3
123014;6;352;103;111;3
123059;9;352;103;111;3
54569;11;697;106;141;8
54533;13;697;106;141;8
54604;7;697;106;141;8
290944;7;697;106;141;
36228;2-а;793;11;206;10
111865;103а;104;102;114;5
111860;106;104;102;114;5
111779;10а;104;102;116;5
111748;10б;104;102;116;5
110947;11;104;102;116;5
112305;110;104;102;114;5
111108;112;104;102;114;5
111229;116;104;102;114;5
110678;12;104;102;116;5
111781;123;104;102;114;5
111994;125а;104;102;114;5
111923;13;104;102;116;5
111861;138;104;102;114;5
121238;14а;104;102;116;5
110842;14б;104;102;116;5
140131;15;104;102;116;5
113135;150;104;102;114;5
111862;152;104;102;114;5
111863;154;104;102;114;5
113558;155;104;102;114;5
111864;157;104;102;114;5
112100;162;104;102;114;5
113360;164;104;102;114;5
113364;166;104;102;114;5
113663;169;104;102;114;5
110582;16а;104;102;116;5
111839;16б;104;102;116;5
112134;170/172;104;102;114;5
112191;170/1б;104;102;114;5
110712;17а;104;102;116;5
110989;17б;104;102;116;5
110892;18а;104;102;116;5
110622;18б;104;102;116;5
111840;19/21;104;102;116;5
111886;20а;104;102;116;5
110628;20б;104;102;116;5
111745;20в;104;102;116;5
111838;22;104;102;116;5
110951;23;104;102;116;5
111052;23б;104;102;116;5
130419;23в;104;102;116;5
130854;24а;104;102;116;5
110595;24б;104;102;116;5
110715;25;104;102;116;5
140132;26;104;102;116;5
111849;28б;104;102;113;5
110946;3;104;102;116;5
110658;32;104;102;113;5
111847;34;104;102;113;5
111926;37/13;104;102;113;5
110886;38а;104;102;113;5
111776;38б;104;102;113;5
111751;38в;104;102;113;5
110948;39;104;102;113;5
110711;3а фас;104;102;116;5
130411;3а фл б ;104;102;116;5
111884;4/6;104;102;116;5
110769;41;104;102;113;5
110945;43-45;104;102;113;5
111045;47А;104;102;113;5
120931;47б;104;102;113;5
110889;48 а;104;102;113;5
140134;48б;104;102;113;5
111848;57;104;102;113;5
111945;59А;104;102;113;5
111932;59б;104;102;113;5
111049;7б;104;102;116;5
110891;8;104;102;116;5
111090;84;104;102;114;5
110535;8б;104;102;116;5
110709;90/92;104;102;114;5
111866;91/14;104;102;114;5
112874;93;104;102;114;5
111216;95;104;102;114;5
111921;9а;104;102;116;5
110821;9б;104;102;116;5
122355;2;379;103;108;3
123045;24;379;103;108;3
290236;2;883;117;154;6
290237;4;883;117;154;6
38359;10;64;11;189;10
140003;11;64;11;189;10
38354;14;64;11;189;10
36936;18;64;11;189;10
42388;3;64;11;189;10
42387;5;64;11;189;10
140002;9;64;11;189;10
290238;13;884;117;155;6
290239;18;884;117;155;6
290243;18А;884;117;155;6
290240;22;884;117;155;6
290241;26;884;117;155;6
290242;3/1;884;117;155;6
72737;13;479;117;223;6
71484;15;479;117;223;6
71475;18;479;117;223;6
72113;18а;479;117;223;6
72109;22;479;117;223;6
71521;22а;479;117;223;6
71519;26;479;117;223;6
71401;3/1;479;117;219;6
71416;3/2;479;117;219;6
72580;3к1;479;117;219;6
71963;5;479;117;219;6
59287;10;89;104;218;4
60544;11а;89;104;218;4
59949;12;89;104;218;4
59978;12в;89;104;218;4
59987;12г;89;104;218;4
59961;12д;89;104;218;4
59945;16;89;104;218;4
59285;18;89;104;218;4
60892;18а;89;104;218;4
59971;18б;89;104;218;4
60964;18в;89;104;218;4
59986;18г;89;104;218;4
59988;18д;89;104;218;4
59283;2;89;104;218;4
59948;20;89;104;218;4
59321;20а;89;104;218;4
60902;20б;89;104;218;4
59370;20в;89;104;218;4
59984;20г;89;104;218;4
59286;24;89;104;218;4
60899;24а;89;104;218;4
59985;24в;89;104;218;4
59944;26;89;104;218;4
59951;4;89;104;218;4
60829;6;89;104;218;4
59290;8;89;104;218;4
60904;8б;89;104;218;4
59371;8в;89;104;218;4
60016;8г;89;104;218;4
60972;8д;89;104;218;4
59269;9;89;104;218;4
21851;1;49;10;73;9
20174;1-А;49;10;73;9
130456;1/7;49;10;73;9
20810;11-А;49;10;73;9
130459;13;49;10;73;9
130453;19;49;10;62;9
21856;21;49;10;62;9
13540;25-а;49;10;62;9
21859;25-б;49;10;62;9
20247;25-в;49;10;62;9
11721;3-А;49;10;73;9
22020;3-В;49;10;73;9
13535;33/44;49;10;62;9
13556;39;49;10;85;9
11793;39-А;49;10;85;9
13553;41;49;10;85;9
130457;5;49;10;73;9
130458;7-А;49;10;73;9
22021;7-Б;49;10;73;9
20809;9;49;10;73;9
102178;7;251;105;121;2
270198;7 ЛІТ.Б;251;105;1;2
102116;7а;251;105;121;2
80277;2;468;117;222;6
81365;4;468;117;222;6
31042;1/35;206;7;200;7
31051;27;206;7;200;7
31049;29;206;7;200;7
31047;3/5;206;7;200;7
32518;5;206;7;200;7
72615;18;557;117;223;6
124935;16;315;103;111;3
126610;28/2;315;103;108;3
125770;34/1;315;103;108;3
123188;4А;315;103;111;3
128768;9;315;103;108;3
125918;1;389;103;108;3
125208;12/7;389;103;108;3
125704;2;389;103;108;3
125665;4;389;103;108;3
99980;4-а;389;103;108;3
125212;8/10;389;103;108;3
28592;1/5;947;7;196;7
28861;10;947;7;196;7
30141;13;947;7;196;7
34638;14;947;7;196;7
230060;15А;947;67;1;7
28561;16;947;7;196;7
30166;19;947;7;196;7
28847;19/1;947;7;196;7
28995;2/7;947;7;196;7
28873;20;947;7;196;7
30211;20/1;947;7;196;7
30172;3;947;7;196;7
30200;6;947;7;196;7
28839;7;947;7;196;7
291159;21;8;106;164;
44229;22;8;106;143;8
45280;23;8;106;143;8
44286;24;8;106;143;8
37543;1/79;506;11;193;10
38458;15;506;11;193;10
38437;17;506;11;193;10
37423;7-а;506;11;193;10
123015;1;383;103;111;3
123026;10;383;103;111;3
250008;2;383;112;1;3
123031;3;383;103;111;3
122976;4;383;103;111;3
123397;5;383;103;111;3
123002;6;383;103;111;3
123098;7;383;103;111;3
123001;8;383;103;111;3
35137;1;202;7;203;7
34827;10;202;7;203;7
42573;10а;202;7;203;7
35036;11;202;7;203;7
33744;12;202;7;203;7
33637;13;202;7;203;7
35035;15;202;7;203;7
35034;17;202;7;203;7
35033;19;202;7;203;7
35138;1А;202;7;203;7
29486;21;202;7;203;7
230046;23;202;7;90;7
33642;3а;202;7;203;7
31371;4а;202;7;203;7
230045;5;202;78;90;7
29545;7;202;7;203;7
34828;8;202;7;203;7
56532;24;693;106;144;8
31346;1;208;7;200;7
30860;13/6;208;7;200;7
30803;19;208;7;200;7
31349;1а;208;7;200;7
32367;4;208;7;200;7
101530;9;24;105;112;2
290251;11В;885;117;153;6
290252;15Б;885;117;153;6
290244;26;885;117;153;6
290245;28;885;117;153;6
290246;30;885;117;153;6
290253;30В;885;117;153;6
290247;32;885;117;153;6
290254;43/5;885;117;151;6
290248;47;885;117;151;6
290249;55;885;117;151;6
290250;58;885;117;151;6
74348;11;408;117;211;6
73031;11-В;408;117;220;6
74249;15;408;117;211;6
73057;15-Б;408;117;220;6
73546;26;408;117;211;6
73337;28;408;117;211;6
73191;30;408;117;211;6
73428;30в;408;117;211;6
73180;32;408;117;211;6
72924;35/9;408;117;219;6
72582;43/1;408;117;219;6
72565;43/2;408;117;219;6
71265;43/3;408;117;219;6
71326;43/4;408;117;219;6
71202;43/5;408;117;219;6
71189;43/6;408;117;219;6
72409;43/7;408;117;219;6
70609;43/8;408;117;219;6
70991;43/9;408;117;219;6
70944;45;408;117;219;6
72206;47;408;117;219;6
129995;55;408;117;219;6
71361;58;408;117;219;6
290255;6;408;117;153;6
75458;6;408;117;211;6
74142;9;408;117;211;6
53786;10/38;759;106;141;8
22944;12/37;126;10;65;9
210022;2а;126;10;1;9
14258;5;126;10;64;9
12776;5-Б;126;10;64;9
210021;6;126;10;1;9
12535;6;126;10;65;9
12526;8;126;10;65;9
12723;9;126;10;64;9
12701;9-А;126;10;64;9
73965;2/18;409;117;224;6
74047;3;409;117;224;6
200007;33;78;102;115;5
109909;35;78;102;115;5
110028;39;78;102;115;5
111015;45;78;102;115;5
110021;45А;78;102;115;5
109543;51;78;102;115;5
110254;55;78;102;115;5
111913;6;79;102;115;5
110580;7;79;102;115;5
110694;8;79;102;115;5
98703;10а;273;105;137;2
270068;13;273;105;1;2
100443;13;273;105;137;2
98586;14;273;105;137;2
100444;17/6;273;105;137;2
99577;21;273;105;137;2
270069;23;273;105;1;2
99574;23;273;105;137;2
270070;25;273;105;1;2
97581;25;273;105;137;2
97816;27;273;105;137;2
99673;3;273;105;137;2
270071;30;273;105;1;2
99484;30;273;105;137;2
270072;32;273;105;1;2
97795;32;273;105;137;2
270066;4/6;273;105;1;2
99003;4/6;273;105;137;2
270031;4/6А літ.А;273;105;137;2
270032;4/6А літ.Б;273;105;137;2
100919;5;273;105;137;2
270067;6;273;105;1;2
99267;6;273;105;137;2
48959;19;801;106;144;8
80168;1-3;654;117;222;6
290259;1/3;654;117;154;6
290258;13;654;117;154;6
290256;5;654;117;154;6
81325;5;654;117;222;6
290257;7;654;117;154;6
80183;7;654;117;222;6
290260;7;621;117;154;6
79378;7а;621;120;154;6
84535;3;808;1;168;1
83053;6/5;808;1;168;1
84537;7/5;808;1;168;1
84239;3;807;1;168;1
83358;4;807;1;168;1
240096;4-Б;807;1;61;1
83009;4А;807;1;168;1
112219;11;145;102;113;5
112220;13;145;102;113;5
111850;22;145;102;113;5
111115;9а;145;102;113;5
123553;16;298;103;109;3
123809;6;298;103;109;3
290267;15-17;886;117;152;6
290268;17А;886;117;152;6
290269;19А;886;117;152;6
290261;2;886;117;152;6
290262;23;886;117;152;6
290263;29;886;117;152;6
290266;3/7;886;117;152;6
290264;33;886;117;152;6
290270;35А;886;117;152;6
290271;37А;886;117;152;6
290272;37Б;886;117;152;6
290265;58;886;117;150;6
290273;66А;886;117;150;6
76197;1;288;117;217;6
77206;15-17;288;117;217;6
76150;17а;288;117;217;6
75678;19а;288;117;217;6
77196;19б;288;117;217;6
77551;2;288;117;217;6
76075;23б;288;117;217;6
77114;25;288;117;217;6
76834;29в;288;117;217;6
129988;3/7;288;117;217;6
75984;33а;288;117;217;6
75950;35а;288;117;217;6
76838;37а;288;117;217;6
76775;37б;288;117;217;6
75595;52;288;117;225;6
75512;58;288;117;225;6
75514;60/19;288;13;60;6
82613;64;288;117;225;6
76013;66-а;288;117;225;6
81136;76;288;117;225;6
76179;9-11;288;117;217;6
75587;96/98;288;117;225;6
83296;1;806;1;168;1
240098;1-Б;806;1;61;1
83060;10;806;1;168;1
83367;11;806;1;168;1
240097;11-А;806;1;61;1
83059;13/1;806;1;168;1
82997;2;806;1;168;1
83317;3;806;1;168;1
84232;6;806;1;168;1
83319;7/1;806;1;168;1
83325;9/2;806;1;168;1
28431;11;209;7;197;7
28784;11а;209;7;197;7
210095;19 Б, ЛІТ. А;209;118;1;9
28715;3;209;7;197;7
28732;5а;209;7;197;7
28779;5б;209;7;197;7
28435;7а;209;7;197;7
30005;9а;209;7;197;7
21671;120;127;10;64;9
47947;19;782;106;144;8
140021;34;19;102;184;5
111529;5;19;102;184;5
111557;5а;19;102;184;5
113653;64;19;102;184;5
111611;7;19;102;184;5
103988;1;274;105;125;2
102711;10;274;105;125;2
270073;11;274;105;1;2
96976;11;274;105;125;2
270199;11 ЛІТ.Б;274;105;1;2
95806;11а;274;105;125;2
103996;12;274;105;125;2
102611;14;274;105;125;2
96490;15;274;105;125;2
96851;1б;274;105;125;2
97235;2;274;105;125;2
96711;20/19;274;105;125;2
102704;26;274;105;125;2
270074;28;274;105;1;2
94908;28;274;105;125;2
102710;3;274;105;125;2
270075;30;274;105;1;2
94474;30;274;105;125;2
96588;4;274;105;125;2
97561;5;274;105;125;2
270200;5 ЛІТ.Б;274;105;1;2
97716;6;274;105;125;2
103993;7;274;105;125;2
103995;8;274;105;125;2
103994;9;274;105;125;2
290275;10;887;117;156;6
290276;14;887;117;156;6
290274;2;887;117;156;6
72254;10;115;117;220;6
73013;14;115;117;220;6
140129;14-Б;115;117;220;6
80934;16-Б;115;117;220;6
80460;16-В;115;117;220;6
72941;2;115;117;220;6
75078;1;653;117;220;6
74167;10;653;117;211;6
290278;11;653;117;153;6
73945;11;653;117;211;6
290279;2/20;653;117;153;6
73957;2/20;653;117;211;6
75091;3;653;117;220;6
73491;3/1;653;117;220;6
73630;3/2;653;117;220;6
290277;4;653;117;153;6
73842;4;653;117;211;6
73897;4а;653;117;211;6
73989;4б;653;117;211;6
73962;6;653;117;211;6
56046;11;9;106;141;8
54648;12;9;106;141;8
56053;14;9;106;141;8
56060;18;9;106;141;8
56049;18-А;9;106;141;8
290945;18-А;9;106;141;
54666;5;9;106;141;8
50984;14/30;433;106;140;8
49579;16/2;433;106;140;8
140103;18;433;106;140;8
48684;22;433;106;140;8
49177;24;433;106;140;8
49147;26;433;106;140;8
290897;26;433;106;140;
48387;26-А;433;106;140;8
56184;3;433;106;140;8
290898;3;433;106;140;
50671;35;433;106;140;8
290904;35;433;106;140;
56220;5;433;106;140;8
290899;5;433;106;140;
50098;53;433;106;140;8
290901;53;433;106;140;
50090;57;433;106;140;8
48972;57-А;433;106;140;8
50044;59;433;106;140;8
290902;59;433;106;140;
48894;61;433;106;140;8
48889;63;433;106;140;8
290903;63;433;106;140;
47991;65;433;106;140;8
50108;7;433;106;140;8
290905;7;433;106;140;
56185;8/10;433;106;140;8
45900;11;459;106;143;8
291068;11;459;106;143;
44788;12;459;106;143;8
44892;13;459;106;143;8
291069;13;459;106;143;
45045;13-А;459;106;143;8
291070;13-А;459;106;143;
45091;13-Б;459;106;143;8
45771;14;459;106;143;8
291071;14;459;106;143;
45725;14-А;459;106;143;8
44708;14-Б;459;106;143;8
291072;14-Б;459;106;143;
44480;14-В;459;106;143;8
280006;15-А;459;106;143;
45878;15/41;459;106;143;8
291073;15/41;459;106;143;
45825;17/46;459;106;143;8
291075;17/46;459;106;143;
45711;18;459;106;143;8
291076;18;459;106;143;
44473;18-А;459;106;143;8
45464;18-Б;459;106;143;8
291077;18-Б;459;106;143;
291162;18-В;459;106;164;
44791;19;459;106;143;8
291078;19;459;106;143;
44815;19-А;459;106;143;8
44864;19-Б;459;106;143;8
291079;19-Б;459;106;143;
45577;20;459;106;143;8
291080;20;459;106;143;
44618;21;459;106;143;8
44634;21-А;459;106;143;8
291163;21-Б;459;106;164;
44579;23;459;106;143;8
56618;23-А;459;106;143;8
291081;23-А;459;106;143;
44632;23-Б;459;106;143;8
291082;23-Б;459;106;143;
44489;25/89;459;106;143;8
291083;25/89;459;106;143;
45450;26;459;106;143;8
44510;27;459;106;143;8
44556;27-А;459;106;143;8
291084;27-А;459;106;143;
45445;28;459;106;143;8
291085;28;459;106;143;
45917;3;459;106;143;8
291086;3;459;106;143;
45660;5;459;106;143;8
46269;7;459;106;143;8
45105;9;459;106;143;8
291087;9;459;106;143;
77194;3;588;117;225;6
290280;13;692;117;151;6
72138;13;692;117;219;6
72817;15;692;117;219;6
72141;15-а;692;117;219;6
71518;15-б;692;117;219;6
290282;15А;692;117;151;6
290283;15Б;692;117;151;6
290281;16;692;117;151;6
72812;16;692;117;219;6
72641;17;692;117;219;6
11788;11;50;10;73;9
12110;13/10;50;10;73;9
13546;14 А;50;126;73;9
13583;15-А;50;10;62;9
22765;17;50;10;62;9
12111;18;50;10;62;9
210103;19;50;10;1;9
13550;20;50;10;62;9
130454;22;50;10;62;9
11798;23-б;50;10;62;9
11790;25;50;10;62;9
20619;27;50;10;62;9
20813;3-В;50;10;73;9
21914;31;50;10;62;9
12098;42;50;10;62;9
11781;44-а;50;10;62;9
13564;5;50;10;73;9
21866;7;50;10;73;9
11787;7-А;50;10;73;9
13559;9;50;10;73;9
127404;10/10;378;103;110;3
126159;10А;378;103;110;3
126063;2;378;103;110;3
127008;4;378;103;110;3
126150;6Б;378;103;110;3
127286;8;378;103;110;3
36747;10;111;11;195;10
36953;11-а;111;11;195;10
36954;14/33;111;11;190;10
36733;18;111;11;190;10
38400;2-а;111;11;195;10
36951;20;111;11;190;10
36739;20-а;111;11;190;10
36729;26;111;11;190;10
38255;28;111;11;190;10
36694;30;111;11;190;10
36703;30-а;111;11;190;10
36693;32;111;11;190;10
36887;36;111;11;189;10
39906;38;111;11;189;10
37128;4-а;111;11;195;10
38055;42;111;11;189;10
36854;6-а;111;11;195;10
36797;8-а;111;11;195;10
37039;8-б;111;11;195;10
39987;9-в;111;11;195;10
40079;9-г;111;11;195;10
40080;9-д;111;11;195;10
125606;10;361;103;110;3
124486;10А;361;103;110;3
125120;12;361;103;110;3
125017;13;361;103;109;3
126542;14А;361;103;110;3
126701;17-А;361;103;109;3
125485;17/5;361;103;109;3
126838;18/7;361;103;110;3
125653;19А;361;103;110;3
125726;20;361;103;110;3
125681;21;361;103;110;3
125988;25;361;103;109;3
125836;26/1;361;103;110;3
127227;27;361;103;109;3
126013;30/1;361;103;110;3
127288;32;361;103;110;3
126153;32А;361;103;110;3
124988;4/6;361;103;110;3
123708;6;361;103;110;3
124045;6А;361;103;110;3
125463;6Б;361;103;110;3
125247;7;361;103;109;3
124313;8;361;103;110;3
86419;1;817;1;173;1
87401;2;817;1;171;1
86416;2А;817;1;171;1
87776;3;817;1;173;1
87777;5;817;1;173;1
88153;8;817;1;171;1
103394;4;777;105;138;2
108161;1;171;102;199;5
108160;12/12;171;102;199;5
104216;16;171;102;199;5
108522;3;171;102;199;5
109944;4;171;102;199;5
109938;6;171;102;199;5
33869;37;946;7;202;7
29554;37а;946;7;202;7
42381;40;946;7;202;7
35357;41;946;7;202;7
33868;45;946;7;202;7
33779;47;946;7;202;7
29795;49/1;946;7;202;7
89667;10;825;1;181;1
83887;12;825;1;181;1
240099;12-А;825;1;34;1
88020;3;825;1;182;1
83943;5;825;1;182;1
88021;7;825;1;182;1
240101;7-А;825;1;45;1
83954;8;825;1;181;1
240100;8-А;825;1;34;1
32502;2;964;7;201;7
18009;10;321;10;101;9
140083;12;321;10;101;9
18185;14;321;10;101;9
210023;20;321;10;1;9
210024;20;321;10;1;9
23470;20;321;10;101;9
23531;20-а;321;10;101;9
23471;20-б;321;10;101;9
23533;20-в;321;10;101;9
210025;20а;321;10;1;9
210026;20а;321;10;1;9
210027;20б;321;10;1;9
210028;20б;321;10;1;9
210029;20в;321;10;1;9
210030;20в;321;10;1;9
17766;6;321;10;101;9
18065;8;321;10;101;9
66913;26/30;33;104;214;4
66849;26/30а;33;104;214;4
66984;26/30Ак2;33;104;214;4
66859;28/1;33;104;214;4
66980;28/11;33;104;214;4
66935;28/12;33;104;214;4
66983;28/13;33;104;214;4
68202;28/14;33;104;214;4
66930;28/14а;33;104;214;4
68206;28/3;33;104;214;4
66997;28/5;33;104;214;4
66936;28/6;33;104;214;4
66992;28а;33;104;214;4
68215;28б;33;104;214;4
68217;28в;33;104;214;4
66608;3;33;104;214;4
66925;30/5;33;104;214;4
66644;5;33;104;214;4
65467;7;33;104;214;4
65139;9;33;104;214;4
220065;11;868;11;1;10
29243;11;210;7;196;7
30348;11/1;210;7;196;7
29172;13;210;7;196;7
34602;15;210;7;196;7
35811;17;210;7;196;7
29285;21;210;7;196;7
29166;21/1;210;7;196;7
29277;23;210;7;196;7
29305;25;210;7;196;7
29234;29;210;7;196;7
30063;3;210;7;196;7
30047;3/1;210;7;196;7
28879;37;210;7;196;7
28521;39;210;7;196;7
28485;41;210;7;196;7
30050;43;210;7;196;7
230041;43/1;210;7;59;7
230003;49;210;52;1;7
30151;5;210;7;196;7
28501;5/1;210;7;196;7
230042;5/1А;210;7;59;7
30330;7;210;7;196;7
30304;9;210;7;196;7
29066;9/1;210;7;196;7
30278;9/2;210;7;196;7
230043;9В;210;7;59;7
122702;2;350;103;111;3
121903;28;350;103;111;3
123928;30;350;103;111;3
122642;32;350;103;111;3
121906;34/2;350;103;111;3
290285;1/5;289;117;150;6
69466;1/5;289;117;212;6
68901;104а;289;116;27;6
290004;3;289;20;1;6
70637;36;289;117;212;6
290284;5;289;117;150;6
69234;5;289;117;212;6
51400;1;543;106;139;8
290850;1/28;543;106;139;
50076;10;543;106;139;8
51948;11;543;106;139;8
50460;12;543;106;139;8
51965;13;543;106;139;8
50145;14;543;106;139;8
51970;15;543;106;139;8
50251;16;543;106;139;8
50257;17;543;106;139;8
290853;17;543;106;139;
51982;18;543;106;139;8
52000;19;543;106;139;8
49894;2;543;106;139;8
50295;21;543;106;139;8
50831;22;543;106;139;8
290854;22;543;106;139;
50325;23;543;106;139;8
52032;24;543;106;139;8
50326;25;543;106;139;8
50567;25/1;543;106;139;8
50616;26;543;106;139;8
52035;27;543;106;139;8
50329;27/1;543;106;139;8
52033;28;543;106;139;8
55435;28-А;543;106;139;8
52043;29;543;106;139;8
50834;29/1;543;106;139;8
49891;3;543;106;139;8
280011;3-А;543;106;139;
50782;31/1;543;106;139;8
290855;31/1;543;106;139;
56669;32;543;106;139;8
50189;4;543;106;139;8
290851;4;543;106;139;
49950;5;543;106;139;8
50361;7;543;106;139;8
50002;8;543;106;139;8
51922;9;543;106;139;8
290852;9;543;106;139;
80950;10;477;117;219;6
70616;10-а;477;117;219;6
290286;10А;477;117;151;6
290288;104/24;14;117;149;6
76975;104/24;14;117;216;6
290287;114;14;117;149;6
76932;114;14;117;216;6
290289;116А;14;117;149;6
76757;116а;14;117;216;6
110139;30/32а;14;102;113;5
110425;30/32б;14;102;113;5
109933;34;14;102;113;5
109676;41;14;102;113;5
110787;43б;14;102;113;5
109417;45;14;102;113;5
108865;53;14;102;113;5
110504;54;14;102;113;5
108866;55;14;102;113;5
109380;56;14;102;113;5
109340;58;14;102;113;5
110379;60;14;102;113;5
109265;62-64;14;102;113;5
110166;69-71;14;102;113;5
110306;72;14;102;113;5
110287;74;14;13;60;5
108931;76;14;13;60;5
111117;7а;14;102;113;5
110825;7б;14;102;113;5
111100;9в;14;102;113;5
290291;11/17;625;117;155;6
72343;11/17;625;117;223;6
290290;3;625;117;155;6
70950;3;625;117;223;6
72281;5;625;117;223;6
70605;7;625;117;223;6
70941;7а;625;117;223;6
72287;9;625;117;223;6
99978;;0;;;
67199;8;770;104;214;4
35030;12;227;7;203;7
29434;16;227;7;203;7
35031;4;227;7;203;7
33694;8;227;7;203;7
97057;10;663;105;123;2
270234;10 ЛІТ.Б;663;105;1;2
99049;16;663;105;124;2
102759;18;663;105;124;2
99417;22;663;105;124;2
270076;22А;663;105;1;2
97695;22а;663;105;124;2
98336;24;663;105;124;2
98467;28;663;105;124;2
100255;32;663;105;124;2
270201;32 ЛІТ.Б;663;105;1;2
130092;36;663;105;124;2
95155;4;663;105;123;2
95550;6;663;105;123;2
101069;1;547;105;112;2
104539;1а;547;105;112;2
103180;1б;547;105;112;2
102883;1в;547;105;112;2
104540;1г;547;105;112;2
103181;1д;547;105;112;2
103190;3;547;105;112;2
102894;3а;547;105;112;2
270077;4Б;547;105;1;2
102878;4б;547;105;112;2
104602;5;547;105;112;2
101129;5а;547;105;112;2
101071;6;547;105;112;2
270203;6А ЛІТ.Б;547;105;1;2
101215;6б;547;105;112;2
101394;6в;547;105;112;2
270202;6В ЛІТ.Б;547;105;1;2
270043;6Д;547;96;1;2
101118;8а;547;105;112;2
220007;10;138;40;1;10
39665;15/13;138;11;165;10
39651;17;138;11;165;10
38232;19;138;11;165;10
140017;19-а;138;11;165;10
220006;2;138;43;1;10
38002;20;138;11;188;10
38023;21;138;11;165;10
39585;21-а;138;11;165;10
39292;22;138;11;188;10
37986;24;138;11;188;10
38017;24-а;138;11;188;10
38215;25/21;138;11;198;10
220044;26;138;79;1;10
220027;26а;138;11;97;10
37869;27;138;11;198;10
37977;28;138;11;188;10
39545;29;138;11;198;10
38084;29-а;138;11;198;10
39200;30;138;11;188;10
37861;31;138;11;198;10
38197;33;138;11;198;10
37824;35/24;138;11;198;10
39372;41-а;138;11;198;10
39205;45-а;138;11;188;10
37908;45-в;138;11;188;10
37771;47-а;138;11;188;10
39132;49;138;11;188;10
37617;51;138;11;188;10
37634;53;138;11;188;10
140037;53-а;138;11;188;10
108058;13/16;616;102;199;5
140022;14;616;102;199;5
108442;15 к3;616;102;199;5
109366;15;616;102;199;5
108265;17/25;616;102;199;5
108483;3 к.1;616;102;199;5
108460;3 к.2;616;102;199;5
108514;4;616;102;199;5
108447;5;616;102;199;5
140139;8/17;616;101;9;5
112877;3;667;102;184;5
111401;7;667;102;184;5
107826;10;146;102;118;5
106928;100;146;102;118;5
106683;102;146;102;118;5
106925;104;146;102;118;5
106921;106;146;102;118;5
106649;108;146;102;118;5
106841;110;146;102;118;5
106839;112;146;102;118;5
106645;114;146;102;118;5
106838;116;146;102;118;5
107953;118;146;102;118;5
107828;12;146;102;118;5
107956;120;146;102;118;5
106842;122;146;102;118;5
108195;126/1;146;102;118;5
108321;128;146;102;118;5
106803;130;146;102;118;5
107057;136;146;102;118;5
108344;136А;146;102;118;5
106810;138;146;102;118;5
106789;14;146;102;118;5
107074;140;146;102;118;5
107081;142;146;102;118;5
107849;156к1;146;102;118;5
107845;156к2;146;102;118;5
106623;18;146;102;118;5
106615;2;146;102;118;5
106625;20;146;102;118;5
200008;20А блок Б;146;102;118;5
106791;26;146;102;118;5
106792;28;146;102;118;5
106798;32;146;102;118;5
106614;4;146;102;118;5
107944;40;146;102;118;5
106636;42;146;102;118;5
106829;44;146;102;118;5
106833;46;146;102;118;5
106835;48;146;102;118;5
106832;50;146;102;118;5
106638;52;146;102;118;5
106831;54;146;102;118;5
106633;56;146;102;118;5
107943;58;146;102;118;5
106616;6;146;102;118;5
107940;60;146;102;118;5
107941;62;146;102;118;5
106825;64;146;102;118;5
106628;66;146;102;118;5
106823;68;146;102;118;5
106630;70;146;102;118;5
107839;72;146;102;118;5
111857;74;146;102;118;5
107951;78;146;102;118;5
106619;8;146;102;118;5
106642;80;146;102;118;5
106926;86;146;102;118;5
108082;88;146;102;118;5
106933;92;146;102;118;5
106934;94;146;102;118;5
110601;3К1;718;102;115;5
110522;3к2;718;102;115;5
109438;3к3;718;102;115;5
109348;5 к.2;718;102;115;5
109448;5К1;718;102;115;5
109462;6;718;102;115;5
39989;13-а;80;11;195;10
220032;15;80;11;66;10
41179;17;80;11;195;10
41171;19-а;80;11;195;10
36961;19-в;80;11;195;10
220055;21;80;11;1;10
37055;27-а;80;11;195;10
37052;27/2;80;11;195;10
220056;29;80;11;1;10
220033;29а;80;11;66;10
220031;3;80;11;66;10
39863;31;80;11;195;10
38418;31-б;80;11;195;10
38412;31-в;80;11;195;10
38450;33;80;11;195;10
38449;35;80;11;195;10
37326;39;80;11;195;10
38480;41-а;80;11;195;10
39876;43;80;11;195;10
37360;45;80;11;195;10
37386;45-а;80;11;195;10
38539;47-а;80;11;195;10
131272;49/1;80;11;195;10
41182;5;80;11;195;10
220010;51/2;80;75;1;10
37511;59/1;80;11;193;10
37524;63;80;11;193;10
37522;63-а;80;11;193;10
37530;65;80;11;193;10
40203;67;80;11;193;10
40300;69;80;11;193;10
39993;7;80;11;195;10
38879;71;80;11;193;10
37534;73/1;80;11;193;10
37744;77;80;11;193;10
220011;81/1;80;48;1;10
37557;85-а;80;11;191;10
37674;85-б;80;11;191;10
220009;87;80;75;1;10
40116;87-а;80;11;191;10
220037;87д;80;11;52;10
38954;89;80;11;191;10
220008;9;80;11;1;10
37756;91/1;80;11;191;10
125991;49;384;103;110;3
140144;5в;384;103;110;3
55951;1;559;106;141;8
55377;1-А;559;106;141;8
57393;2;559;106;141;8
